w_hedge, r_hedge, skewness, kurtosis, sharpe
-0.004878, -0.035954, 0.505915, -0.010447, 11.724187
-0.004997, 0.014726, 0.494071, -0.097052, 11.366994
-0.004974, 0.025558, 0.495478, -0.172284, 11.037380
-0.004972, -0.029217, 0.498885, -0.241969, 10.706994
-0.005122, -0.022340, 0.505269, -0.301899, 10.437975
-0.004981, -0.061235, 0.534492, -0.334956, 10.138164
-0.004436, -0.106156, 0.526648, -0.307818, 10.120622
-0.004055, 0.020855, 0.574606, -0.296774, 9.895647
-0.003412, -0.089966, 0.613020, -0.263301, 9.792970
-0.004358, 0.051590, 0.676504, -0.105337, 9.727538
-0.003547, 0.039109, 0.730277, 0.006699, 9.653222
-0.004145, -0.051918, 0.745645, 0.019965, 9.609966
-0.004207, -0.026502, 0.784477, 0.051382, 9.480638
-0.004056, -0.031577, 0.862245, 0.305222, 9.425025
-0.003796, -0.008291, 0.945861, 0.571142, 9.348542
-0.002602, 0.068078, 0.686002, -0.368108, 9.815668
-0.002256, 0.055234, 0.675475, -0.497237, 9.709190
-0.003313, 0.000886, 0.697181, -0.533694, 9.573087
-0.004184, -0.009194, 0.674965, -0.663786, 9.495491
-0.004070, 0.018151, 0.618636, -0.789775, 9.543094
-0.004026, -0.006685, 0.582253, -0.913965, 9.514968
-0.005412, 0.001766, 0.569267, -0.991515, 9.456733
-0.005122, -0.000105, 0.824899, -0.131910, 9.030185
-0.004561, 0.030170, 1.055436, 0.593044, 8.606804
-0.004320, -0.002299, 0.991998, 0.337699, 8.612853
-0.004366, 0.008074, 0.963715, 0.216241, 8.607200
-0.004283, -0.029975, 0.930951, 0.039779, 8.572048
-0.004589, -0.043816, 0.895620, -0.073085, 8.587689
-0.004084, -0.018766, 0.866834, -0.207824, 8.566454
-0.003496, 0.007472, 0.859276, -0.248942, 8.556113
-0.003746, -0.035505, 0.849093, -0.330879, 8.517948
-0.003539, -0.004018, 0.879891, -0.260874, 8.484199
-0.003475, 0.021047, 0.912974, -0.159787, 8.469205
-0.003689, 0.003957, 0.949342, 0.028604, 8.512975
-0.003944, 0.051012, 0.981270, 0.101190, 8.472707
-0.003686, 0.010755, 1.004259, 0.156122, 8.446176
-0.003893, -0.021876, 0.990845, 0.129487, 8.467530
-0.003521, 0.020182, 0.996669, 0.142583, 8.460061
-0.003634, -0.035018, 0.965478, 0.089860, 8.523843
-0.003767, -0.028353, 0.936996, 0.043812, 8.583328
-0.003367, 0.012759, 0.893768, -0.015952, 8.696600
-0.003290, -0.011051, 0.844197, -0.078545, 8.843066
-0.003469, 0.025514, 0.792119, -0.160588, 8.954410
-0.003321, 0.000130, 0.730987, -0.245790, 9.114751
-0.003584, -0.001588, 0.661827, -0.350887, 9.285818
-0.003521, -0.036220, 0.589473, -0.464589, 9.456025
-0.003616, 0.031643, 0.519964, -0.556818, 9.633343
-0.003365, -0.001057, 0.449167, -0.651368, 9.808514
-0.003672, 0.029709, 0.398365, -0.669402, 9.991885
-0.003636, -0.008606, 0.333636, -0.714907, 10.198380
-0.003817, 0.010932, 0.270854, -0.736286, 10.469503
-0.003851, 0.013602, 0.226560, -0.704812, 10.744782
-0.003965, -0.038565, 0.186228, -0.658709, 11.041700
-0.003974, -0.011902, 0.148790, -0.599241, 11.376306
-0.003814, -0.016969, 0.126936, -0.518515, 11.741662
-0.003773, 0.028833, 0.111874, -0.426716, 12.133859
-0.003705, 0.001549, 0.100256, -0.324440, 12.565741
-0.003816, 0.024783, 0.108252, -0.216397, 13.004105
-0.003843, 0.018669, 0.125672, -0.114539, 13.399886
-0.003914, 0.016156, 0.153639, -0.003902, 13.855566
-0.003967, 0.015447, 0.208256, 0.091978, 14.356413
-0.004000, -0.025981, 0.266612, 0.163424, 14.776661
-0.004043, 0.022009, 0.328317, 0.233454, 15.194166
-0.003984, 0.035200, 0.408862, 0.292781, 15.659580
-0.004019, 0.030739, 0.485352, 0.339807, 16.065689
-0.004099, -0.007791, 0.572616, 0.377268, 16.488648
-0.004172, -0.040919, 0.618561, 0.406720, 16.719694
-0.004214, 0.001429, 0.657134, 0.421494, 16.893431
-0.004355, 0.052601, 0.642292, 0.402633, 16.801305
-0.004309, -0.001149, 0.621907, 0.364770, 16.643863
-0.004605, -0.032434, 0.597002, 0.320263, 16.452994
-0.004486, -0.012238, 0.579362, 0.286304, 16.310806
-0.004382, -0.064120, 0.577050, 0.284107, 16.297550
-0.004469, -0.029995, 0.550529, 0.252975, 16.130459
-0.004489, 0.021018, 0.480701, 0.223999, 15.786705
-0.004538, 0.035556, 0.415208, 0.185160, 15.434324
-0.004616, 0.004820, 0.403753, 0.163436, 14.734480
-0.004207, -0.080216, 0.414647, 0.173742, 14.137255
-0.003880, -0.028704, 0.428603, 0.169155, 13.560013
-0.003871, -0.010109, 0.430406, 0.087185, 13.015601
-0.003920, -0.114214, 0.459433, 0.081700, 12.522687
-0.003775, -0.187727, 0.495741, 0.106080, 12.067320
-0.003664, -0.143774, 0.416987, 0.016889, 12.185210
-0.003356, 0.110161, 0.056060, -1.072476, 12.464566
-0.002404, -0.097296, 0.059731, -1.013165, 12.546281
-0.002037, -0.138255, 0.100796, -0.995562, 12.114586
-0.001993, 0.146677, 0.079146, -1.005571, 11.711777
-0.001407, 0.093795, 0.140128, -0.953179, 11.572976
-0.002122, 0.112634, 0.151695, -0.929798, 11.584437
-0.003596, -0.031246, 0.145129, -0.937977, 11.599360
-0.004259, 0.088390, 0.082057, -1.082466, 11.743038
-0.003917, -0.003007, 0.064729, -1.118104, 11.746650
-0.004701, 0.033799, 0.098656, -1.088896, 11.692140
-0.004750, 0.003639, 0.146248, -1.046855, 11.609653
-0.004660, 0.058273, 0.180281, -1.088180, 11.278191
-0.004658, -0.007850, 0.227329, -1.100260, 11.066095
-0.004290, -0.033868, 0.275114, -1.108399, 10.717242
-0.004185, 0.011503, 0.319294, -1.083421, 10.606110
-0.004359, 0.063144, 0.373524, -1.068688, 10.293519
-0.004205, -0.010971, 0.424943, -1.049240, 9.972362
-0.004711, -0.124131, 0.490226, -0.993267, 9.767675
-0.004999, -0.079628, 0.552051, -0.901335, 9.665281
-0.003308, 0.112021, 0.552891, -0.918503, 9.641192
-0.001761, -0.035301, 1.916928, 6.165763, 8.190438
-0.001518, 0.064914, 2.023375, 6.694384, 7.980112
-0.001286, 0.031990, 2.168011, 7.587753, 7.900850
-0.001550, -0.004237, 2.307494, 8.542838, 7.867876
-0.002093, 0.057202, 2.489220, 9.886729, 7.831044
-0.001667, 0.029899, 2.610425, 10.595886, 7.693563
-0.001829, 0.008215, 2.804059, 12.027102, 7.621827
-0.001523, 0.004132, 2.969270, 13.457120, 7.634865
-0.001576, 0.037347, 3.113478, 14.451970, 7.525758
-0.001346, -0.036368, 3.164041, 14.861615, 7.210447
-0.001380, 0.007123, 3.273877, 15.737661, 7.185910
-0.001657, -0.034830, 3.385257, 16.470078, 7.029623
-0.001734, -0.049109, 3.491062, 17.167904, 6.863806
-0.001766, -0.076639, 3.620621, 18.083061, 6.727887
-0.003135, 0.094320, -2.091823, 20.343728, 3.600417
-0.004545, 0.011602, -3.123858, 16.299997, 1.874626
-0.004454, -0.003589, -3.100915, 16.239790, 1.785847
-0.004398, 0.053811, -3.077499, 16.165556, 1.706809
-0.004351, 0.020245, -3.077351, 16.168440, 1.704038
-0.004472, 0.015448, -3.077105, 16.153228, 1.713519
-0.004681, -0.039447, -2.984703, 15.476348, 1.818307
-0.004651, -0.128278, -2.976812, 15.458244, 1.789819
-0.004291, 0.059413, -2.888052, 14.799256, 1.901194
-0.003336, 0.019586, -2.808829, 14.192534, 2.017016
-0.003756, 0.040727, -2.757693, 13.744753, 2.129439
-0.003706, 0.043567, -2.600615, 12.513130, 1.908756
-0.003523, 0.007306, -2.477530, 11.648295, 1.723539
-0.003260, 0.011324, -2.365286, 10.891882, 1.549882
-0.003232, 0.026094, -2.260175, 10.218878, 1.379856
-0.003238, 0.097868, -2.178856, 9.749096, 1.241297
-0.003186, 0.027341, -2.121183, 9.452683, 1.136957
-0.001873, 0.042636, -2.008665, 6.927427, 0.619181
-0.001738, 0.046131, -1.863376, 5.195836, 0.211545
-0.001323, 0.015419, -1.726008, 3.929314, -0.137911
-0.000991, -0.012349, -1.589398, 3.073675, -0.404631
-0.000931, 0.061769, -1.503644, 2.726547, -0.556499
-0.000991, -0.004325, -1.424839, 2.429384, -0.700774
-0.000736, 0.058544, -1.346786, 2.144850, -0.847411
-0.000861, 0.036033, -1.730901, 3.664287, -1.261356
-0.000582, 0.020980, -1.595708, 2.986233, -1.492495
-0.000466, 0.027411, -1.501332, 2.617394, -1.656952
-0.000588, -0.046879, -1.421056, 2.375934, -1.873978
-0.000541, 0.058119, -1.392404, 2.317561, -1.946897
-0.000758, 0.022897, -1.288047, 1.862043, -2.133198
-0.000710, 0.008907, -1.241970, 1.776321, -2.261822
-0.000576, 0.022038, -1.204673, 1.724809, -2.381112
-0.000352, 0.024728, -1.192852, 1.770549, -2.588681
-0.000249, -0.026089, -1.167759, 1.758480, -2.692242
-0.000245, 0.028895, -1.149479, 1.792423, -2.858174
-0.000207, -0.036187, -1.114666, 1.772420, -3.005717
-0.000124, 0.013655, -1.056210, 1.671319, -3.185590
-0.000225, 0.020948, -0.997000, 1.548604, -3.332060
-0.000178, -0.009729, -0.932203, 1.418850, -3.502783
-0.000145, -0.007870, -0.911156, 1.417912, -3.583620
-0.000160, 0.051045, -0.888261, 1.438771, -3.701874
-0.000167, -0.018338, -0.882400, 1.452695, -3.740126
-0.000140, 0.030829, -0.876432, 1.465818, -3.777393
-0.000132, -0.001095, -0.867944, 1.489360, -3.837036
-0.000118, -0.015549, -0.860692, 1.527332, -3.912407
-0.000298, 0.009224, -0.873483, 1.648920, -4.076342
-0.000459, -0.088183, -1.163098, 1.836825, -4.568463
-0.000435, -0.004905, -1.161285, 1.860024, -4.617558
-0.000517, 0.081954, -1.162910, 1.913923, -4.713685
-0.000463, 0.000012, -1.168464, 1.990926, -4.843681
-0.000388, -0.025615, -1.174834, 2.058527, -4.947236
-0.000390, -0.056162, -1.175593, 2.107248, -5.031506
-0.000376, 0.008939, -1.179190, 2.173002, -5.137379
-0.000386, 0.045232, -1.198360, 2.290061, -5.296677
-0.000374, 0.025079, -1.203436, 2.356343, -5.394689
-0.000337, 0.003184, -1.200542, 2.379840, -5.444259
-0.000278, -0.005072, -1.220179, 2.500010, -5.598400
-0.000285, 0.035937, -1.221814, 2.562440, -5.697419
-0.000287, 0.006597, -1.225796, 2.617023, -5.773116
